11_UK_DocG_Sanitation,Others,Combined temperature and pressure relief  valve means a mechanically operated valve that  opens to discharge water when a fixed (factory  set) temperature or fixed (factory set) pressure  is exceeded.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12_UK_DocG_Sanitation,Others,Direct heating means a method of heating in  which the heat source is integral with the hot water  vessel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13_UK_DocG_Sanitation,Others,"Domestic hot water means water that has been  heated for cooking, food preparation, personal  washing or cleaning purposes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14_UK_DocG_Sanitation,Others,"Earth-closet means a closet having a movable receptacle for the reception of faecal matter and its deodorisation by the use of earth, ashes or chemicals, or by Others methods.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15_UK_DocG_Sanitation,Others,"Exempt buildings and work means the erection of any building or extension of a kind described in regulation 9 of and Schedule 2 to the Building Regulations 2010; or the carrying out of any work to or in connection with such a building or extension, if after the carrying out of that work it is still a building or extension of a kind described  in that Schedule.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16_UK_DocG_Sanitation,Others,Expansion vessel means a vessel to temporarily  accommodate the expansion of water from the  unvented hot water storage vessel as it is heated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17_UK_DocG_Sanitation,Others,Harvested rainwater means rainwater harvested  from roofs or Others suitable surfaces and  collected and stored.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18_UK_DocG_Sanitation,Others,"Heated wholesome water means water that,  when cold, was wholesome in accordance with  the definition below and has been subjected to  a heat source to increase its temperature.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19_UK_DocG_Sanitation,Others,Hot water storage system means a vessel  for storing:  a. heated wholesome hot water or softened  wholesome hot water for subsequent use  b. water that is used to heat Others water  together with any ancillary safety devices  described in paragraphs 3.10 and 3.11 of this   and all Others applicable  operating devices.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20_UK_DocG_Sanitation,Others,"Hot water storage system package means  a hot water storage system having the  safety devices described in 3.10 and 3.17 of  this  factory-fitted by the  manufacturer, together with a kit containing Others  applicable devices supplied by the manufacturer  to be fitted by the installer.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21_UK_DocG_Sanitation,Others,Hot water storage system unit means a hot  water storage system having the safety devices  described in 3.10 and 3.17 of this Approved  Document and all Others applicable operating  devices factory-fitted by the manufacturer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22_UK_DocG_Sanitation,Others,Indirect heating means a method of heating  stored water through a heat exchanger.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23_UK_DocG_Sanitation,Others,"Kitchen means a room or part of a room which  contains a sink and food preparation facilities  Material alteration means an alteration which  results in a building or a controlled service  or fitting not complying with, or being more  unsatisfactory than it was before in relation to  Schedule 1 requirements in relation to structure,  means of warning and escape, internal and  external fire spread, fire service access and  facilities, and access and use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_UK_DocG_Sanitation,Others,Non-self-resetting energy cut-out means a  device that will interrupt the supply of heat to a  hot water storage vessel when a fixed (factory  set) temperature is exceeded.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_UK_DocG_Sanitation,Others,If this protective  device is actuated it should only be possible to  reset it manually.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27_UK_DocG_Sanitation,Others,"Preparation of food means handling, making  and cooking of food.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28_UK_DocG_Sanitation,Others,Pressure relief valve means a mechanically  operated valve that opens to discharge water  when a fixed (factory set) pressure is exceeded.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29_UK_DocG_Sanitation,Others,Primary thermal store means a store of heat  energy that can be used to heat domestic  hot water by means of a heat exchanger.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30_UK_DocG_Sanitation,Others,Risk assessment for the purposes of this  document means the identification of the hazards  associated with a process or activity combined  with an assessment of the probability and  consequences of each hazard.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31_UK_DocG_Sanitation,Others,"Room for residential purposes means a room,  or a suite of rooms, which is not a dwellinghouse or a flat and which is used by one or  more persons to live and sleep in, and includes  a room in a hostel, a hotel, a boarding house, a  hall of residence or a residential home, but does  not include a room in a hospital, or Others similar  establishment, used for patient accommodation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32_UK_DocG_Sanitation,Others,"Sanitary accommodation means a room  containing a WC or urinal, whether or not it also  contains Others sanitary appliances.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33_UK_DocG_Sanitation,Others,"Sanitary appliance means WC, urinal, bath,  shower, washbasin, sink, bidet and drinking  fountain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34_UK_DocG_Sanitation,Others,Sanitary convenience means closets and urinals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35_UK_DocG_Sanitation,Others,Sink means a receptacle used for holding water  (for preparation of food or washing up) supplied  through a tap and having a wastepipe.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36_UK_DocG_Sanitation,Others,Softened wholesome water means water  which would be regarded as wholesome for the  purposes of regulations made under section  67 of the Water Industry Act 1991 (standards  of wholesomeness) as they apply for the  purposes of Part G of Schedule 1 in accordance  with paragraph (2c) but for the presence of  sodium in excess of the level specified in those  regulations if it is caused by a water softener  or water softening process which reduces the  concentrations of calcium and magnesium.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37_UK_DocG_Sanitation,Others,"Tundish means a device, installed in the  discharge pipe from a valve, that provides an  air break allowing discharge to be conducted  safely to a place of termination.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38_UK_DocG_Sanitation,Others,Temperature relief valve means a mechanically  operated valve that opens to discharge water  when a fixed (factory set) temperature is  exceeded.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39_UK_DocG_Sanitation,Others,Unvented (closed) hot water storage system  means a vessel fed with cold water from a supply  pipe or dedicated storage cistern (without a  vent pipe) and in which water is heated directly  or indirectly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40_UK_DocG_Sanitation,Others,"Expansion of the water when it is heated is accommodated either internally or externally and the system is fitted with safety devices to prevent water temperatures exceeding 100C, and Others applicable operating devices to control primary flow, prevent backflow, control working pressure and accommodate expansion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41_UK_DocG_Sanitation,Others,Urinal means an appliance used for reception  and disposal of urine.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42_UK_DocG_Sanitation,Others,Vented (open) hot water storage system means  a vessel fed with cold water from a dedicated  storage cistern.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43_UK_DocG_Sanitation,Others,Water-closet (WC) means a closet that has a separate fixed receptacle connected to a  drainage system and separate provision for  flushing from a supply of clean water either by the operation of a mechanism or by automatic action.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44_UK_DocG_Sanitation,Others,Wholesome water means water complying  with the requirements of regulations made under  Section 67 (Standards of wholesomeness) of the  Water Industry Act 1991.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45_UK_DocG_Sanitation,Others,"In addition, Building Regulations  may apply in cases where the purposes for  which or the manner or circumstances in which  a building or part of a building is used change in a way that constitutes a material change of use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46_UK_DocG_Sanitation,Others,"Under regulation 4 of the Building Regulations  2010, building work should be carried out in such  a way that, on completion of work,  i. the building complies with the applicable  Parts of Schedule 1 of the Building Regulations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47_UK_DocG_Sanitation,Others,Where  there is a material change of use the Building  Regulations set requirements that must be met  before the building can be used for its new purpose.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48_UK_DocG_Sanitation,Others,a building is used as an institution where  previously it was not   a building is used as a public building where  previously it was not   a building no longer comes within the  exemptions in Schedule 2 to the Building  Regulations where previously it did   a building which contains at least one  dwelling contains a greater or lesser number  of dwellings than it did previously   a building contains a room for residential  purposes where previously it did not   a building which contains at least one room  for residential purposes contains a greater  or lesser number of such rooms than it did  previously   a building is used as a shop where previously  it was not.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_UK_DocG_Sanitation,Others,"Parts G1, G3(1) to (3) and G4 to G6 will apply to  all the material changes of use mentioned above.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50_UK_DocG_Sanitation,Others,This means that whenever such changes occur  the building must be brought up to the standards  required by Parts G1 and G3 to G6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51_UK_DocG_Sanitation,Others,"When undertaking work on or in connection with  buildings with special historic or architectural  value, the aim should be to improve sanitation  and hot water safety where and to the extent  that it is possible provided that the work does  not prejudice the character of the host building  or increase the risk of longterm deterioration to  the buildings fabric or fittings.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52_UK_DocG_Sanitation,Others,"In order to join such a scheme a person must  demonstrate competence to carry out the type  of work the scheme covers, and also the ability  to comply with all relevant requirements in the  Building Regulations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53_UK_DocG_Sanitation,Others,"This is restricted  to a single appliance and any associated  controls and must not be connected to, or  form part of, any Others fixed building service.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54_UK_DocG_Sanitation,Others,"the replacement of a sanitary convenience with one that uses no more water than the one it replaces, a washbasin, sink, bidet, fixed bath, or a shower but only where the work does not include any work to: underground drainage; the hot or cold water system or aboveground drainage which could prejudice the health and safety of any person on completion of work.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55_UK_DocG_Sanitation,Others,replacing any part or adding an output or control  device to an existing cold water supply;  v. providing a hot water storage system that  has a storage vessel with a capacity not  exceeding 15 litres provided that any electrical  work associated with the installation is also  not notifiable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56_UK_DocG_Sanitation,Others,"Please note that the Regulations do not require  the provision of hot or cold water systems to  such exempt buildings, but if such systems are  provided they must meet the minimum hygiene  and safety requirements in those Parts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57_UK_DocG_Sanitation,Others,All Others Classes of buildings within Schedule 2  retain their exemption from compliance with  Part G.  Materials and workmanship.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58_UK_DocG_Sanitation,Others,Any building work which is subject to the  requirements imposed by Schedule 1 to the  Building Regulations shall be carried out in  accordance with regulation 7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59_UK_DocG_Sanitation,self-contained,"There must be a suitable installation for the provision of: (a) wholesome water to any place where drinking water is  drawn off; (b) wholesome water or softened wholesome water to any  washbasin or bidet provided in or adjacent to a room containing a sanitary convenience; (c) wholesome water or softened wholesome water to any washbasin, bidet, fixed bath or shower in a bathroom; and (d) wholesome water to any sink provided in any area where food is prepared.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60_UK_DocG_Sanitation,self-contained,There must be a suitable installation for the provision of water of suitable quality to any sanitary convenience fitted with a flushing device.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61_UK_DocG_Sanitation,Others,"Where a building is supplied with water from a source Others than a water undertaker or licensed water supplier, the water shall be  considered to be wholesome if it meets the criteria  set out in the Private Water Supplies Regulations  2009 (SI 2009/3101) in England or the Private  Water Supplies (Wales) Regulations (SI 2010/66)  in Wales.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62_UK_DocG_Sanitation,self-contained,"Any system/unit used to supply dwellings with water from alternative sources should be subject to a risk assessment by the system designer and manufacturer, and appropriate testing carried out to demonstrate that any risks have been suitably addressed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63_UK_DocG_Sanitation,self-contained,Reasonable provision must be made by the installation of fittings and fixed appliances that use water efficiently for the  prevention of undue consumption of water.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64_UK_DocG_Sanitation,Others,The potential consumption of wholesome water by persons occupying a new dwelling must not exceed the requirement in paragraph (2).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65_UK_DocG_Sanitation,Others,(3) This paragraph applies where the planning permission  under which the building work is carried out   (a) specifies the optional requirement in paragraph (2)(b); and   (b) makes it a condition that that requirement must be  complied with.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66_UK_DocG_Sanitation,Others,"(1) Where regulation 36 applies, the person carrying out  the work must give the local authority a notice which  specifies   (a) which of the requirements in regulation 36(2)(a) or (b)  applies to the dwelling; and   (b) the potential consumption of wholesome water per  person per day in relation to the completed dwelling.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67_UK_DocG_Sanitation,Others,WATER EFFICIENCY.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69_UK_DocG_Sanitation,Others,"In the Secretary of States view Requirement G2  will be met for new dwellings if:  a. the estimated consumption of wholesome  water resulting from the design of cold and  hot water systems (calculated in accordance  with the methodology set out in Appendix A  to this approved document and taking into  account the use of any alternative sources  of water provided in accordance with G1(2))  is not greater than the standard set by the  Secretary of State of 125 litres/person/day of  wholesome water or 110 litres/person/day  where the optional requirement applies;  b. the manner in which sanitary appliances and  white goods used in the design calculation  undertaken to demonstrate compliance with  paragraph (a) are provided and installed in the  dwelling takes account of the Others provisions  in this approved document;  c. the manner in which any alternative sources  of water used in the design calculation  undertaken to demonstrate compliance with  paragraph (a) are supplied to the dwelling,  takes account of Others provisions in this  approved document;  d. a record of the sanitary appliances and  white goods used in the water consumption  calculation and installed in the dwelling  is provided along with sufficient Others  information enabling building owners or  occupiers to maintain the building and its  services so as to maintain the water efficiency  of the building.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70_UK_DocG_Sanitation,self-contained,Where a building consists of more than one dwelling (such as a block of flats) it should be designed so that the estimated consumption of wholesome water resulting from the design of the cold and hot water systems for each individual dwelling should be no greater than the target.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72_UK_DocG_Sanitation,self-contained,The water used by sanitary appliances and relevant white goods in a new dwelling should be calculated using the manufacturers declared value for water consumption of each of those appliances and white goods.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73_UK_DocG_Sanitation,Others,"The estimated water consumption of a new dwelling should be calculated in accordance with the methodology set out in Appendix A, referred to as the water efficiency calculator.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74_UK_DocG_Sanitation,Others,The estimated consumption of wholesome water of a new dwelling should be no more than 125 litres/person/day or 110 litres/person/day where the optional requirement applies.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75_UK_DocG_Sanitation,self-contained,"Where alternative sources of water are to be used in the dwelling design, this should be reflected in the estimate of water use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76_UK_DocG_Sanitation,Others,"2.6 Where the fittings approach is used, the  water consumption of the fittings provided must  not exceed the values in Table 2.1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77_UK_DocG_Sanitation,Others,"If they do, the  water efficiency calculator must be completed  to demonstrate compliance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78_UK_DocG_Sanitation,self-contained,"Similarly, where a shower is not to be provided or where a waste disposal unit, a water softener or water reuse is to be provided.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_UK_DocG_Sanitation,self-contained,the water efficiency calculator must be completed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79_UK_DocG_Sanitation,self-contained,"Where it applies, the estimated consumption of wholesome water calculated in accordance with the methodology in the water efficiency calculator, should not exceed 110 litres/person/day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80_UK_DocG_Sanitation,Others,2.9 The person carrying out the work must  inform the BCB where the optional requirement  applies.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81_UK_DocG_Sanitation,Others,"Where the fittings approach is used, the water consumption of the fittings provided must not exceed the values in Table 2.2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82_UK_DocG_Sanitation,Others,"If they do, the  water efficiency calculator must be completed  to demonstrate compliance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83_UK_DocG_Sanitation,self-contained,"Similarly, where a shower is not to be provided or where a waste disposal unit, a water softener or water reuse is to be provided the water efficiency calculator must be completed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84_UK_DocG_Sanitation,Others,"2.14 In most cases, this notice must be given  to the BCB no later than five days after the  completion of the building work.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85_UK_DocG_Sanitation,Others,"However,  where the BCB is an Approved Inspector and  the dwelling is occupied before completion,  the notice must be given no later than the day  that the initial notice ceases to be in force in  consequence of regulation 18 of the Building  (Approved Inspectors etc) Regulations when this  is earlier than five days after the completion of  the work.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86_UK_DocG_Sanitation,Others,2.15 It is permissible for the notice to be served  on the BCB electronically provided the BCB has  stated its willingness to receive the document by  those means and it is delivered to the electronic  address that the body has specified.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87_UK_DocG_Sanitation,self-contained,"There must be a suitable installation for the provision of heated wholesome water or heated softened wholesome water to: (a) any washbasin or bidet provided in or adjacent to a room containing a sanitary convenience; (b) any washbasin, bidet, fixed bath and shower in a bathroom; and (c) any sink provided in any area where food is prepared.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88_UK_DocG_Sanitation,self-contained,"A hot water system, including any cistern or Others vessel that supplies water to or receives expansion water from a hot water system, shall be designed, constructed and installed so as to resist the effects of temperature and pressure that may occur either in normal use or in the event of such malfunctions as may reasonably be anticipated, and must be adequately supported.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89_UK_DocG_Sanitation,self-contained,A hot water system that has a hot water storage vessel shall incorporate precautions to: (a) prevent the temperature of the water stored in the vessel at any time exceeding 100C; and (b) ensure that any discharge from safety devices is safely conveyed to where it is visible but will not cause a danger to persons in or about the building.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90_UK_DocG_Sanitation,self-contained,The hot water supply to any fixed bath must be so designed and installed as to incorporate measures to ensure that the temperature of the water that can be delivered to that bath does not exceed 48C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91_UK_DocG_Sanitation,Others,"In the Secretary of States view Requirement  G3(3) will be met for a hot water storage  system that has a vented storage vessel if:  a. the storage vessel has a suitable vent pipe  connecting the top of the vessel to a point  open to the atmosphere above the level of  the water in the cold water storage cistern  and over it; and,  b. in addition to any thermostat, either the heat  source, or the storage vessel is fitted with a  device that will prevent the temperature of the  stored water at any time exceeding 100C; and  c. the hot water system has pipework that  incorporates a provision for the discharge  of hot water from the safety devices to an  appropriate place open to the atmosphere  where it will cause no danger to persons in  or about the building.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
